"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","season","soil_type"
"Dates","30 - 50","115 - 135","10 - 30",8,"20 - 30",30,"kharif","sandy"
"Dates","30 - 50","115 - 135","10 - 30",10,"20 - 30",30,"kharif","sandy"
"Dates","30 - 50","115 - 135","10 - 30",8,"20 - 30",20,"kharif","loam"
"Dates","30 - 50","115 - 135","10 - 30",10,"20 - 30",20,"kharif","loam"
"Dates","30 - 50","115 - 135","10 - 30",8,"20 - 30",30,"kharif","loam"
"Dates","30 - 50","115 - 135","10 - 30",10,"20 - 30",30,"kharif","loam"
"Dates","30 - 50","115 - 135","10 - 30",8,"20 - 30",20,"kharif","clay"
"Dates","30 - 50","115 - 135","10 - 30",10,"20 - 30",20,"kharif","clay"
"Dates","30 - 50","115 - 135","10 - 30",8,"20 - 30",30,"kharif","clay"
"Dates","30 - 50","115 - 135","10 - 30",10,"20 - 30",30,"kharif","clay"
"Figs","10 - 30","50 - 70","10 - 30",7,"15 - 20",50,"rabi","sandy"
"Figs","10 - 30","50 - 70","10 - 30",8,"15 - 20",50,"rabi","sandy"
"Figs","10 - 30","50 - 70","10 - 30",7,"15 - 20",75,"rabi","sandy"
"Figs","10 - 30","50 - 70","10 - 30",8,"15 - 20",75,"rabi","sandy"
"Figs","10 - 30","50 - 70","10 - 30",7,"15 - 20",50,"rabi","loam"
"Figs","10 - 30","50 - 70","10 - 30",8,"15 - 20",50,"rabi","loam"
"Figs","10 - 30","50 - 70","10 - 30",7,"15 - 20",75,"rabi","loam"
"Figs","10 - 30","50 - 70","10 - 30",8,"15 - 20",75,"rabi","loam"
"Figs","10 - 30","50 - 70","10 - 30",7,"15 - 20",50,"rabi","clay"
"Figs","10 - 30","50 - 70","10 - 30",8,"15 - 20",50,"rabi","clay"
"Figs","10 - 30","50 - 70","10 - 30",7,"15 - 20",75,"rabi","clay"
"Figs","10 - 30","50 - 70","10 - 30",8,"15 - 20",75,"rabi","clay"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"10 - 15",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"10 - 15",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"15 - 20",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"15 - 20",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"20 - 25",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"20 - 25",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"25 - 30",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"25 - 30",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"30 - 35",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"30 - 35",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"35 - 40",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"35 - 40",50,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"10 - 15",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"10 - 15",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"15 - 20",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"15 - 20",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"20 - 25",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"20 - 25",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"25 - 30",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"25 - 30",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"30 - 35",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"30 - 35",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",5.5,"35 - 40",75,"rabi","loam"
"Orange","10 - 30","5 - 15","5 - 15",6.5,"35 - 40",75,"rabi","loam"
"Papaya","40 - 60","40 - 60","30 - 50",6,"25 - 30",35,"rabi","sandy loam"
"Papaya","40 - 60","40 - 60","30 - 50",6.5,"25 - 30",35,"rabi","sandy loam"
"Papaya","40 - 60","40 - 60","30 - 50",6,"25 - 30",250,"rabi","sandy loam"
"Papaya","40 - 60","40 - 60","30 - 50",6.5,"25 - 30",250,"rabi","sandy loam"
"Aniseed","90 - 110","40 - 60","10 - 30",6.3,"20 - 25",50,"kharif","loam"
"Aniseed","90 - 110","40 - 60","10 - 30",7,"20 - 25",50,"kharif","loam"
"Aniseed","90 - 110","40 - 60","10 - 30",6.3,"20 - 25",80,"kharif","loam"
"Aniseed","90 - 110","40 - 60","10 - 30",7,"20 - 25",80,"kharif","loam"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"20 - 25",50,"kharif","sandy"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"20 - 25",50,"kharif","sandy"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"25 - 30",50,"kharif","sandy"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"25 - 30",50,"kharif","sandy"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"20 - 25",80,"kharif","sandy"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"20 - 25",80,"kharif","sandy"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"25 - 30",80,"kharif","sandy"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"25 - 30",80,"kharif","sandy"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"20 - 25",50,"kharif","loamy"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"20 - 25",50,"kharif","loamy"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"25 - 30",50,"kharif","loamy"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"25 - 30",50,"kharif","loamy"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"20 - 25",80,"kharif","loamy"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"20 - 25",80,"kharif","loamy"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"25 - 30",80,"kharif","loamy"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"25 - 30",80,"kharif","loamy"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"20 - 25",50,"kharif","clay"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"20 - 25",50,"kharif","clay"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"25 - 30",50,"kharif","clay"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"25 - 30",50,"kharif","clay"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"20 - 25",80,"kharif","clay"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"20 - 25",80,"kharif","clay"
"Asafoetida","80 - 100","30 - 50","10 - 30",6.5,"25 - 30",80,"kharif","clay"
"Asafoetida","80 - 100","30 - 50","10 - 30",7,"25 - 30",80,"kharif","clay"
"Bay Leaf","90 - 110","40 - 60","15 - 35",6,"5 - 10",300,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",7,"5 - 10",300,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",6,"10 - 15",300,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",7,"10 - 15",300,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",6,"15 - 20",300,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",7,"15 - 20",300,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",6,"5 - 10",350,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",7,"5 - 10",350,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",6,"10 - 15",350,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",7,"10 - 15",350,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",6,"15 - 20",350,"rabi","loam"
"Bay Leaf","90 - 110","40 - 60","15 - 35",7,"15 - 20",350,"rabi","loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"20 - 25",125,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"20 - 25",125,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"25 - 30",125,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"25 - 30",125,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"30 - 35",125,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"30 - 35",125,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"20 - 25",200,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"20 - 25",200,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"25 - 30",200,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"25 - 30",200,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"30 - 35",200,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"30 - 35",200,"kharif","sandy loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"20 - 25",125,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"20 - 25",125,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"25 - 30",125,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"25 - 30",125,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"30 - 35",125,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"30 - 35",125,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"20 - 25",200,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"20 - 25",200,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"25 - 30",200,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"25 - 30",200,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"30 - 35",200,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"30 - 35",200,"kharif","clay loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"20 - 25",125,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"20 - 25",125,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"25 - 30",125,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"25 - 30",125,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"30 - 35",125,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"30 - 35",125,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"20 - 25",200,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"20 - 25",200,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"25 - 30",200,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"25 - 30",200,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",5.5,"30 - 35",200,"kharif","red loam"
"Black Pepper","90 - 110","50 - 70","40 - 60",6.5,"30 - 35",200,"kharif","red loam"
"Cardamom","65 - 85","65 - 85","140 - 160",4.5,"15 - 20",150,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",7,"15 - 20",150,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",4.5,"20 - 25",150,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",7,"20 - 25",150,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",4.5,"25 - 30",150,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",7,"25 - 30",150,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",4.5,"30 - 35",150,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",7,"30 - 35",150,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",4.5,"15 - 20",400,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",7,"15 - 20",400,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",4.5,"20 - 25",400,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",7,"20 - 25",400,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",4.5,"25 - 30",400,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",7,"25 - 30",400,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",4.5,"30 - 35",400,"rabi","loamy"
"Cardamom","65 - 85","65 - 85","140 - 160",7,"30 - 35",400,"rabi","loamy"
"Cinnamon","10 - 30","10 - 30","15 - 35",4.3,"25 - 30",200,"rabi","sandy"
"Cinnamon","10 - 30","10 - 30","15 - 35",8,"25 - 30",200,"rabi","sandy"
"Cinnamon","10 - 30","10 - 30","15 - 35",4.3,"30 - 35",200,"rabi","sandy"
"Cinnamon","10 - 30","10 - 30","15 - 35",8,"30 - 35",200,"rabi","sandy"
"Cinnamon","10 - 30","10 - 30","15 - 35",4.3,"25 - 30",250,"rabi","sandy"
"Cinnamon","10 - 30","10 - 30","15 - 35",8,"25 - 30",250,"rabi","sandy"
"Cinnamon","10 - 30","10 - 30","15 - 35",4.3,"30 - 35",250,"rabi","sandy"
"Cinnamon","10 - 30","10 - 30","15 - 35",8,"30 - 35",250,"rabi","sandy"
"Cloves","10 - 30","10 - 30","50 - 70",6,"20 - 25",150,"rabi","loamy"
"Cloves","10 - 30","10 - 30","50 - 70",7,"20 - 25",150,"rabi","loamy"
"Cloves","10 - 30","10 - 30","50 - 70",6,"25 - 30",150,"rabi","loamy"
"Cloves","10 - 30","10 - 30","50 - 70",7,"25 - 30",150,"rabi","loamy"
"Cloves","10 - 30","10 - 30","50 - 70",6,"20 - 25",250,"rabi","loamy"
"Cloves","10 - 30","10 - 30","50 - 70",7,"20 - 25",250,"rabi","loamy"
"Cloves","10 - 30","10 - 30","50 - 70",6,"25 - 30",250,"rabi","loamy"
"Cloves","10 - 30","10 - 30","50 - 70",7,"25 - 30",250,"rabi","loamy"
"Cloves","10 - 30","10 - 30","50 - 70",6,"20 - 25",150,"rabi","red loamy"
"Cloves","10 - 30","10 - 30","50 - 70",7,"20 - 25",150,"rabi","red loamy"
"Cloves","10 - 30","10 - 30","50 - 70",6,"25 - 30",150,"rabi","red loamy"
"Cloves","10 - 30","10 - 30","50 - 70",7,"25 - 30",150,"rabi","red loamy"
"Cloves","10 - 30","10 - 30","50 - 70",6,"20 - 25",250,"rabi","red loamy"
"Cloves","10 - 30","10 - 30","50 - 70",7,"20 - 25",250,"rabi","red loamy"
"Cloves","10 - 30","10 - 30","50 - 70",6,"25 - 30",250,"rabi","red loamy"
"Cloves","10 - 30","10 - 30","50 - 70",7,"25 - 30",250,"rabi","red loamy"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"25 - 30",150,"kharif","clay loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"25 - 30",150,"kharif","clay loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"30 - 35",150,"kharif","clay loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"30 - 35",150,"kharif","clay loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"25 - 30",200,"kharif","clay loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"25 - 30",200,"kharif","clay loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"30 - 35",200,"kharif","clay loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"30 - 35",200,"kharif","clay loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"25 - 30",150,"kharif","sandy loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"25 - 30",150,"kharif","sandy loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"30 - 35",150,"kharif","sandy loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"30 - 35",150,"kharif","sandy loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"25 - 30",200,"kharif","sandy loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"25 - 30",200,"kharif","sandy loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"30 - 35",200,"kharif","sandy loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"30 - 35",200,"kharif","sandy loam"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"25 - 30",150,"kharif","red laterite"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"25 - 30",150,"kharif","red laterite"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"30 - 35",150,"kharif","red laterite"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"30 - 35",150,"kharif","red laterite"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"25 - 30",200,"kharif","red laterite"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"25 - 30",200,"kharif","red laterite"
"Jaiphal","10 - 30","10 - 30","50 - 70",6,"30 - 35",200,"kharif","red laterite"
"Jaiphal","10 - 30","10 - 30","50 - 70",7,"30 - 35",200,"kharif","red laterite"
"Ginger","30 - 50","40 - 60","10 - 30",5.5,"25 - 30",250,"kharif","sandy"
"Ginger","30 - 50","40 - 60","10 - 30",6.5,"25 - 30",250,"kharif","sandy"
"Ginger","30 - 50","40 - 60","10 - 30",5.5,"30 - 35",250,"kharif","sandy"
"Ginger","30 - 50","40 - 60","10 - 30",6.5,"30 - 35",250,"kharif","sandy"
"Ginger","30 - 50","40 - 60","10 - 30",5.5,"25 - 30",300,"kharif","sandy"
"Ginger","30 - 50","40 - 60","10 - 30",6.5,"25 - 30",300,"kharif","sandy"
"Ginger","30 - 50","40 - 60","10 - 30",5.5,"30 - 35",300,"kharif","sandy"
"Ginger","30 - 50","40 - 60","10 - 30",6.5,"30 - 35",300,"kharif","sandy"
"Ginger","30 - 50","40 - 60","10 - 30",5.5,"25 - 30",250,"kharif","loam"
"Ginger","30 - 50","40 - 60","10 - 30",6.5,"25 - 30",250,"kharif","loam"
"Ginger","30 - 50","40 - 60","10 - 30",5.5,"30 - 35",250,"kharif","loam"
"Ginger","30 - 50","40 - 60","10 - 30",6.5,"30 - 35",250,"kharif","loam"
"Ginger","30 - 50","40 - 60","10 - 30",5.5,"25 - 30",300,"kharif","loam"
"Ginger","30 - 50","40 - 60","10 - 30",6.5,"25 - 30",300,"kharif","loam"
"Ginger","30 - 50","40 - 60","10 - 30",5.5,"30 - 35",300,"kharif","loam"
"Ginger","30 - 50","40 - 60","10 - 30",6.5,"30 - 35",300,"kharif","loam"
"Turmeric","15 - 35","50 - 70","90 - 110",6,"20 - 25",150,"kharif","sandy"
"Turmeric","15 - 35","50 - 70","90 - 110",6.5,"20 - 25",150,"kharif","sandy"
"Turmeric","15 - 35","50 - 70","90 - 110",6,"25 - 30",150,"kharif","sandy"
"Turmeric","15 - 35","50 - 70","90 - 110",6.5,"25 - 30",150,"kharif","sandy"
"Turmeric","15 - 35","50 - 70","90 - 110",6,"20 - 25",225,"kharif","sandy"
"Turmeric","15 - 35","50 - 70","90 - 110",6.5,"20 - 25",225,"kharif","sandy"
"Turmeric","15 - 35","50 - 70","90 - 110",6,"25 - 30",225,"kharif","sandy"
"Turmeric","15 - 35","50 - 70","90 - 110",6.5,"25 - 30",225,"kharif","sandy"
"Turmeric","15 - 35","50 - 70","90 - 110",6,"20 - 25",150,"kharif","clay loam"
"Turmeric","15 - 35","50 - 70","90 - 110",6.5,"20 - 25",150,"kharif","clay loam"
"Turmeric","15 - 35","50 - 70","90 - 110",6,"25 - 30",150,"kharif","clay loam"
"Turmeric","15 - 35","50 - 70","90 - 110",6.5,"25 - 30",150,"kharif","clay loam"
"Turmeric","15 - 35","50 - 70","90 - 110",6,"20 - 25",225,"kharif","clay loam"
"Turmeric","15 - 35","50 - 70","90 - 110",6.5,"20 - 25",225,"kharif","clay loam"
"Turmeric","15 - 35","50 - 70","90 - 110",6,"25 - 30",225,"kharif","clay loam"
"Turmeric","15 - 35","50 - 70","90 - 110",6.5,"25 - 30",225,"kharif","clay loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"10 - 15",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"10 - 15",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"15 - 20",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"15 - 20",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"20 - 25",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"20 - 25",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"25 - 30",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"25 - 30",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"30 - 35",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"30 - 35",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"35 - 40",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"35 - 40",150,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"10 - 15",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"10 - 15",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"15 - 20",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"15 - 20",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"20 - 25",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"20 - 25",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"25 - 30",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"25 - 30",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"30 - 35",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"30 - 35",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"35 - 40",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"35 - 40",200,"rabi","sandy loam"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"10 - 15",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"10 - 15",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"15 - 20",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"15 - 20",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"20 - 25",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"20 - 25",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"25 - 30",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"25 - 30",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"30 - 35",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"30 - 35",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"35 - 40",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"35 - 40",150,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"10 - 15",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"10 - 15",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"15 - 20",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"15 - 20",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"20 - 25",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"20 - 25",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"25 - 30",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"25 - 30",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"30 - 35",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"30 - 35",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",5,"35 - 40",200,"rabi","sandy"
"Cashew nuts","60 - 80","30 - 50","50 - 70",6.5,"35 - 40",200,"rabi","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",100,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",100,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",100,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",100,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",100,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",100,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",300,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",300,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",300,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",300,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",300,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",300,"kharif","loam"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",100,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",100,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",100,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",100,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",100,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",100,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",300,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",300,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",300,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",300,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",300,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",300,"kharif","laterite"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",100,"kharif","sandy"
